36,1956976312,sadness,@ether_radio yeah :S i feel all funny cause i haven't slept enough  i woke my mum up cause i was singing she's not impressed :S you?
37,1956976371,worry,I need skott right now
39,1956976681,negative,@GABBYiSACTiVE Aw you would not unfollow me would you? Then I would cry
42,1956977618,worry,just picked up her Blackberry from the middle of the street! Both she and it are crushed!
43,1956977624,worry,Why do I have the feeling I should be packing and hitting for SFO around this time of the year? I think I'm missing something...
44,1956978276,empty,@creyes middle school and elem. High schools will remain open for those who need credits to graduate. Cali is broken
45,1956978410,worry,"Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don't feel very well right now"
46,1956978668,worry,"@onscrn Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also"
47,1956979150,sadness,I'm having a problem with my photo here in twitter amf!!!...can't see my face!
48,1956979437,negative,"@jakeboyd, oh noooo!  if i blow a tire you're reaaaally going to have to send up some batman smoke."
51,1956979900,worry,why am i so tired?
52,1956979917,empty,@djmicdamn hey yu lil fucker i textd yu
53,1956980788,negative,"@Mennard time diff and i've just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs"
54,1956980883,negative,@benballer  no way! damn that sucks B!  are you ok?
55,1956980972,worry,sucks not being able to take days off of work or have the money to take the trip  so sad
57,1956981850,negative,@ramtops the recession. her hotel are restructuring how the accounts are done. adds a bit more pressure in the short term but we'll cope
59,1956982383,sadness,"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet."
60,1956982449,worry,@itsgabbith at once haha.  poor aby still gets sore!
61,1956982576,sadness,diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.
62,1956982605,sadness,I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;
63,1956983160,sadness,@Pokinatcha  in all honesty...pain   blech.
64,1956983171,sadness,Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...
66,1956983509,worry,@DavidCookLove ia so much! i haven't really been happy with any of cooks choices for singles.
67,1956983690,sadness,@vincew @stefanyngo  i fell asleep on the beach and didn't put on enough sunscreen  lol
68,1956983851,worry,So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin
70,1956983931,negative,I cant give @jertronic any bday nudges.
71,1956984185,worry,...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him'
73,1956984559,negative,says I miss plurking.  http://plurk.com/p/wxion
74,1956984864,worry,"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water"
75,1956984894,negative,I miss Voobys!
78,1956985612,worry,is sad that shin ae got married...and it wasn't to alex
79,1956985758,worry,"@shondarhimes Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today.  Muy triste."
80,1956985764,sadness,@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?
81,1956985973,negative,there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.
82,1956986211,sadness,"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go."
83,1956986359,worry,"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now.."
84,1956986767,sadness,@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia
85,1956987381,worry,fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw
87,1956987828,worry,@emmarler i am jealous of your mom talking to @taylorswift13. i want to see you all our twittering is making me miss you
88,1956987904,worry,I can't sleep...I keep thinking about the puppy I played with today
89,1956987950,worry,.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh
91,1956988218,negative,"How can it be so freaking difficult to get a system-wide spellchecker? Shit, I'd settle for an office suite one. Stupid unhelpful Windows"
92,1956988223,worry,"Last one month due to summer, strawberry is not availble in the Chennai markets!"
95,1956989514,sadness,@sweeetnspicy hiii im on my ipod...i cant fall asleep
96,1956989526,sadness,dont wanna work 11-830 tomorrow  but i get paid
97,1956989560,sadness,feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux
100,1956989914,worry,First ever dropped call on my mobile. On a call to @Telstra no less! ( being charged for data even though I have a data pack  )
102,1956990413,negative,Oh is that time for real?
103,1956990568,sadness,Darn these allergies! I don't like this time of year because of this! I never used to have this problem either
104,1956990729,worry,Oh no one minute too late! Oh well
106,1956991673,sadness,@cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
108,1956991723,worry,ahh! big scary bug flying around my room!!!!!
109,1956992030,sadness,"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!"
110,1956992144,worry,is up with a nasty cough i cant be sick i have a huge weekend ahead of me
111,1956992349,negative,@justamedicine  That was stone cold   Crazy....  ?
112,1956993007,boredom,i'm so tired
116,1956995196,sadness,@neesabear early happy day of birth in case I don't make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!
117,1956995505,negative,damn it were is Eric or anyone else when you need your hair to be played with
118,1956995679,negative,I'm feel deflated. Ugh. No more dog.
119,1956995762,sadness,Allergies suck ducks nuts.     &lt;=====8@8=====&gt;
123,1956996470,worry,"@poinktoinkdoink He died.  Wait, what about Magic Jack? I just read it."
125,1956996730,sadness,wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54
127,1956996776,sadness,Is miserable  i feel like im gona cry  sux!
128,1956997143,negative,@megturney well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.
129,1956997352,worry,$#@! My nose stud fell out and I can't find it  Looks like I'll have to head into Amsterdam today and get a new one
132,1956998532,sadness,*sigh* I'm going to bed... I just don't feel right anymore...
133,1956998538,negative,What? I focused on Tom so much I didn't see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.
134,1956998698,negative,@jwillock EpiCentre Wheelock Place - tourists only..
135,1956998704,sadness,Now I am depressed after watching so you think you can dance
136,1957000040,sadness,"Just cross 'cause I'm stuck twiddling my thumbs now, ugh"
138,1957000152,negative,"@TheHarvardian I know. But like I said, I have no idea how long it takes for them to investigate this stuff."
139,1957000290,worry,"I cant sleep, but im too sore to move"
141,1957000336,empty,@softtouchme just answered you- never learned how to write in French- just basic stuff-
143,1957000788,worry,Achieving a new appreciation on how a xml build script can really be painful and cumbersome
145,1957001370,worry,@omfgiselle i cant do anything
149,1957001967,negative,"Morning tweeple,way to early again"
150,1957002082,sadness,"Last day working for the Uni today, sad times"
152,1957002923,worry,My head hurts so bad I could scream!
153,1957003048,worry,i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain
154,1957003356,worry,New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice
155,1957003440,worry,New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...
157,1957004184,worry,oh men!!!!!!......I really can't see my face........c'mon guys!!!
158,1957004519,worry,"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old"
159,1957004606,worry,my sole supporter is not my sole supporter
161,1957005165,worry,@Emilyyy16 urgh stop it guys
162,1957005226,sadness,is still missing her husband.    I really want him home.
163,1957005279,sadness,I miss my puppy
166,1957005713,sadness,@nzdeany I've given up on pizza - kids would never let me have my fav  (the hot ones)
167,1957005817,worry,Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?
168,1957006033,sadness,@BarbSchaefer yearling in pet home died... very sad for their whole family
170,1957006098,worry,I got a giant splinter stuck up underneath my finger nail today at Muppets...it hurt.  But I got to go to First Aid for the first time!
171,1957006245,sadness,"@heresmyhello92 We hate change, so of course. We're fans for life. &lt;3 Oh and if we haven't met Rob by then something went horribly wrong."
172,1957006307,worry,is feeling sad... for some reason..  http://plurk.com/p/wxji3
173,1957006547,sadness,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.
174,1957006674,sadness,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad
175,1957006725,negative,@juneyee i don't think so.  I WANT DETAILS.
177,1957006947,worry,"@jaychuck Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards"
178,1957007167,negative,my last tweet didn't send  bad phone
180,1957007357,empty,Have a headache  I'm going to bed. Goodnight!
183,1957007633,sadness,I just saw pics from this past Thanksgiving and am sad because Grandma was in them.
184,1957007981,worry,@jertronic it wont let me
185,1957008075,sadness,Took a shift tomorrow.    I don't really feel like working right now.
186,1957008193,sadness,but now i have no money for a phone
187,1957008287,worry,Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.
188,1957008292,worry,@TheLastDoctor 9 days  I'm about ready to visit Torchwood and see if they've heard anything
191,1957008498,sadness,Too bad the Red Devils.. disappointing to say the least
193,1957008802,sadness,"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz)."
195,1957009454,worry,"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff"
197,1957010072,worry,why are plane tickets so expensive
199,1957010415,worry,Needs a job BADLY!!!
200,1957011291,sadness,@AlexanderGWhite daaammmnnnnn I do wish I was there.
201,1957011738,worry,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb
202,1957012476,sadness,@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner
203,1957012535,empty,@DymeDiva23 Nite. Now I'm up n bored as opposed to almost sleep frm b 4
204,1957012769,sadness,is a bad friend
208,1957013697,negative,@only1kcj guess its a no go girlie. I'm still at the gym and work at 6:30am
211,1957013885,sadness,"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby"
213,1957013896,sadness,@lenje - Still a pity it comes with no lamb though
214,1957014267,sadness,@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.
218,1957014653,negative,@yelgiuQnayR airport? and you didnt show up tonight homo!
220,1957015287,negative,@MrRathbone what about me
222,1957015719,worry,people in my house do not know how to close doors
225,1957016339,worry,@munchkinhugs I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death
226,1957016697,sadness,Had to cancel wow for now
227,1957016818,worry,wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio
228,1957017164,sadness,@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.
229,1957017177,worry,"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO."
230,1957017320,worry,@__sugar oh no  i am always here ;) &lt;3
232,1957017486,negative,@ poll : was trying to get it to work in a powerpoint to no avail.
236,1957018061,sadness,Up late with nothin 2 do.....
237,1957018162,worry,i think the vog is making me sicker than i think. feeling slightly achy
238,1957018678,empty,"@TheTombert i was watching Harpers Island, lol... there was no vodka involved"
239,1957019034,worry,i am doing homework it sux big time maths is the worst!!!!!!
240,1957019121,negative,"@Nymo would have been better, IMO, if it let you play through all 3 songs provided. I just start to &quot;get it&quot; and it blacks out."
241,1957019458,negative,#3wordsaftersex it never started...
242,1957019556,sadness,sometimes i wish things could go back to the way they were the beginning of last summer
243,1957019715,worry,"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't"
244,1957019766,empty,@tarng Trudy's off Burnet...the one up north that no one goes to
245,1957020180,sadness,"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes."
247,1957020390,worry,i'm sooooooooooooo confused
248,1957020593,negative,"With friends like VaikO,Nedumaran, LTTE didn't need enemies. Wrong advice at wrong time led to numerous deaths &amp; a lost cause as well"
249,1957020624,worry,"Work day 7 of 7,"
252,1957021039,worry,"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban"
253,1957021224,negative,@mysticnz no im not  cries LOL
254,1957021305,sadness,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL
257,1957021631,negative,Come on Knight... It's been well over 4 hours
258,1957022610,worry,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with
261,1957023133,worry,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ..."
264,1957023842,negative,twittascope is NOT rocking my socks - go away already!!
265,1957023917,negative,Driving Back home because I forgot the piece of cake for @v_era
266,1957024334,worry,@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz
267,1957025428,sadness,"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol"
268,1957026475,sadness,It's pissing me off and not letting me follow ericka
269,1957027495,sadness,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....
270,1957027630,sadness,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.
271,1957027687,negative,@koifusionpdx i was so close to the tacos...one spot too late
272,1957027841,empty,@msz_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin
274,1957028775,worry,I have forgot the live with the Jonas Brothers on Facebook
275,1957028895,sadness,I haven't seen Muffin in two whole days!
276,1957029111,sadness,@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...
278,1957029641,worry,"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today...."
280,1957030196,worry,my twitter has been hacked again
281,1957030545,sadness,Just found mj mouse flats at DJs. Of course there are none left in my size
282,1957030596,negative,@passingcarss i wont have time to buy  and i need a new binder pa
284,1957030793,negative,25-man Ulduar is hard...
285,1957031520,worry,"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you"
291,1957032228,sadness,@xoshayzers i knoww  things won't be the samee &lt;/3
292,1957032539,worry,"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat."
294,1957033103,worry,"Okay, so twitter suddenly changed, how do I respond to messages now"
295,1957033219,negative,ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.
296,1957033558,worry,Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!
297,1957033776,sadness,Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck
298,1957033815,negative,@ThaBillCollecta  YEA     I GOTTA BE UP AT 7:30
300,1957033901,worry,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend
301,1957034202,sadness,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu
303,1957034434,negative,"Not one sale done today at work. Explored balconies in the big theater w coworkers. A fun day, but void of chili fries and tips"
304,1957034566,sadness,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...
307,1957035419,negative,"@jhicks  youre diabetic?   so is my dad.  &amp; i might be too, not sure.  are you still allowed to eat sugar throughout the day?"
313,1957038324,sadness,my teeth and head hurts
314,1957038398,sadness,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.
316,1957038475,boredom,Waiting in line @ tryst
317,1957038477,worry,Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!
318,1957038763,worry,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover
319,1957038970,worry,I need to be held...  Gnite.
320,1957039203,worry,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents"
321,1957039456,sadness,no more arrested development. i am sad.
322,1957039841,negative,"@Giggles_xo  wicked , what time you leaving? how come you cant stay the night"
323,1957039894,sadness,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D
324,1957039922,sadness,I feel so deflated. No more doggy.
325,1957039947,worry,@blood_rain i wanna see her hair  hows everyone?
326,1957040172,sadness,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
327,1957040395,sadness,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much
328,1957040988,sadness,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
329,1957041569,worry,Aww...  Pray for the arroyo family everyone!
330,1957041648,negative,@the_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product
331,1957041745,sadness,Fuuudge. Movie store is closed
332,1957041767,sadness,ALO is so sad and quiet and empty tonight
334,1957041856,worry,@wuzzyangel You never answered your DM I sent you....   I need your info...
335,1957042008,worry,Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...
336,1957042316,sadness,@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie
337,1957042474,worry,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!
338,1957042509,worry,@jose3030 I didn't think anyone caught that
339,1957042579,empty,I need to be sleeping.. But i'm not even tired..
340,1957042734,empty,0
341,1957042799,negative,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE
342,1957042862,negative,"lyin in bed, up faaaaar too early"
343,1957043226,sadness,Sad that Christian Lacroix had to file bankruptcy
344,1957043241,sadness,I dont feel good AT ALL. fuckkk
345,1957044366,boredom,why did i agree to work a double shift
346,1957044680,worry,looks like i'll never go to the zoo
347,1957044694,worry,@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!
349,1957044789,worry,@Moss1982 bad times?
351,1957045395,sadness,Have to go to the dreaded DMV tomorrow
352,1957045641,negative,@duncm I'm a bit Ben's Thai-ed out
354,1957045940,worry,@SharonHayes Thank you for the rec but that doesn't work
356,1957046090,worry,My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie
357,1957046631,worry,I don't know how ima work out tomorrow wit my body dis sore  ugh
360,1957047569,worry,I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.
361,1957047571,sadness,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.
362,1957047787,worry,I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.
363,1957047828,worry,"Lady across the way had a miscarriage, say a prayer"
364,1957048027,sadness,God I just want to sleep.
366,1957048870,worry,I feel so deflated. No more doggy.
367,1957049167,sadness,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes
369,1957050684,worry,is feeling bad  just got bad news about my Mum
370,1957050747,sadness,@RealBlackWidow But but I dun wanna
371,1957050890,sadness,@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!
372,1957051517,sadness,"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha"
373,1957052167,negative,@brettyrocks thats what i was thinking but the only time it's gonna be on is 1 am!
375,1957052409,worry,don't feel like working  I think I tweet this too often!
376,1957052932,sadness,feels sick to my stomach and idkk whyy
377,1957053170,worry,vineri...nimic special sau probabil un alt weekend pierdut...
378,1957053247,negative,Counting the hours of lost sunshine until the Weekend
381,1957053566,sadness,"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER"
382,1957055178,worry,"got to final table, but....went out third.  Don't think I'll be getting my free seat"
386,1957056027,sadness,@judyrey  The link doesn't work
388,1957056896,worry,The humpalow um ya I think so... Cell is dying
389,1957057026,worry,Last day at work...Sick to the bone
390,1957057469,worry,i feel like I'm on house arrest.
391,1957057586,negative,"love is like a war,,easy to begin, hard to end..fiuuhh..."
393,1957058219,worry,@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad
396,1957059348,sadness,my stupid tooooth hurts
399,1957059917,sadness,@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.
401,1957060439,worry,It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...
402,1957061418,worry,@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages
403,1957061527,worry,my dog ran awayyy
405,1957062262,worry,"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain."
407,1957062676,worry,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp
409,1957062783,empty,@exortabreedoll what happen to the maids of yours? Quit once again? ...
410,1957062827,sadness,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!
412,1957063845,sadness,@Penguin_J heehee. i love you! i am tired.
413,1957064177,worry,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo
414,1957064253,worry,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
415,1957064566,worry,"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night."
416,1957064575,sadness,"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day"
417,1957064578,empty,went to the beach and it started raining
418,1957064908,sadness,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job..."
420,1957065963,negative,@nayRyelgiuQ airport? and you didnt show up tonight homo!
421,1957066120,worry,@charloro jealous  it looks like schindler's list in toronto
425,1957067988,sadness,@joiskol  being in your room makes me sad.
426,1957068229,worry,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all."
427,1957068585,negative,for the gays i only made 200 tonight
428,1957068880,sadness,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks
429,1957069453,sadness,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!"
432,1957070534,sadness,@meljachin: eww. dislike
433,1957070786,worry,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.
435,1957071331,sadness,"@SuzyDunkley sorry bout the cat,"
436,1957071583,negative,needs to have an increase on her salary  http://plurk.com/p/wxluu
437,1957072308,worry,my stomach feels like it's touching the ground..i'm SO full
440,1957072682,worry,Sooo much work so little time
441,1957072896,sadness,missed iron chef
442,1957073073,sadness,@thevowel the DS version sucks
443,1957073201,sadness,what a bad day
446,1957073984,worry,"Ugh, my internet was down!"
448,1957074214,worry,is feeling so giddy and wanna go home.
449,1957074267,negative,the week just wasnt the same without an adam lambert performance!!!
450,1957074812,negative,@rockingjude The link doesn't work
451,1957074977,worry,Up and packing. Its the last day of youth camp
454,1957075229,worry,Somebody please save the polar bears!
457,1957075457,worry,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.
458,1957075557,worry,guess im staying home tonight...no movie-ing for me
459,1957076048,sadness,went to the cd store to search for the cd. But
460,1957076214,worry,@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs
461,1957076433,sadness,I miss my mom..  &quot;May angels lead you in&quot;
464,1957077528,negative,"@taylor_d No, it's not..."
465,1957077552,sadness,@chocolovere i feel the same way every day
466,1957077564,sadness,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.
467,1957077934,negative,@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it
468,1957078157,sadness,Sleppytime. Really missing my godfather right now. Love you Wayne
469,1957078740,sadness,So have a headache right now and it sucks
470,1957079130,worry,@JayDz hope ya sleepin well  guys still here
472,1957079403,sadness,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please"
473,1957079496,sadness,"comfort food of the day: pan mee. though, it didnt taste any good.."
474,1957079533,worry,damn being drunk and hot sucks
475,1957079568,sadness,misses my baby.
476,1957079622,worry,is not sleeping because he has paperwork to do.
477,1957079972,worry,Showered in ice-cold water. Sweating now. Means one thing: I'm sick
478,1957080150,worry,"midnight cry.. wish the person I wanted, wanted me right now"
479,1957080521,negative,@mousebudden I'ma need you to follow me real quick cause I can't DM you
480,1957080579,sadness,I'm poorly and can't sleep
481,1957080963,worry,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.
482,1957081280,worry,"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz"
483,1957081795,worry,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again
484,1957082086,worry,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman."
485,1957082503,worry,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!
486,1957082536,worry,didnt say goodnight to you
488,1957082926,sadness,has work tom.
489,1957082939,negative,In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.
490,1957083056,negative,Can't sleep and nothings on tv!!
492,1957083230,negative,@KallieT oh ... you've been superseeded?  not good enough
493,1957083616,sadness,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm
494,1957083641,anger,fuckin'm transtelecom
495,1957083786,boredom,"is really, really bored... I guess I will go to bed"
496,1957083910,worry,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store
498,1957084166,sadness,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.
499,1957084446,sadness,@nickkk_ that sucks!
501,1957084638,sadness,Having Fever  dont feel to work
502,1957084742,worry,"Taking Horse Pills, hoping I can get some sleep tonight"
504,1957084945,sadness,missing @MeLDiBiAsE...6 days can't pass quick enough
506,1957085211,sadness,"Working from home today, my back is killing me  Doctor and then physio after later today."
507,1957085406,negative,back to work.. with no distractions..
