,tweet_id,sentiment,content
83,1956986359,negative,"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now.."
84,1956986767,negative,@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia
85,1956987381,negative,fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw
86,1956987600,negative,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code
87,1956987828,negative,@emmarler i am jealous of your mom talking to @taylorswift13. i want to see you all our twittering is making me miss you
88,1956987904,negative,I can't sleep...I keep thinking about the puppy I played with today
89,1956987950,negative,.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh
90,1956988145,neutral,@lepetitagneau what's going on sweetheart?
91,1956988218,neutral,"How can it be so freaking difficult to get a system-wide spellchecker? Shit, I'd settle for an office suite one. Stupid unhelpful Windows"
92,1956988223,negative,"Last one month due to summer, strawberry is not availble in the Chennai markets!"
93,1956988477,neutral,@willxxmobb work at 6am. Gotta go to bed soon
94,1956989093,positive,@RobertF3 correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha
95,1956989514,negative,@sweeetnspicy hiii im on my ipod...i cant fall asleep
96,1956989526,negative,dont wanna work 11-830 tomorrow  but i get paid
97,1956989560,negative,feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux
98,1956989561,neutral,PrinceCharming
99,1956989601,negative,@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
100,1956989914,negative,First ever dropped call on my mobile. On a call to @Telstra no less! ( being charged for data even though I have a data pack  )
101,1956990288,negative,@mrgenius23 You win ... SIGH Rakeem
102,1956990413,neutral,Oh is that time for real?
103,1956990568,negative,Darn these allergies! I don't like this time of year because of this! I never used to have this problem either
104,1956990729,negative,Oh no one minute too late! Oh well
105,1956991009,negative,"@soviet_star Damn, that sucks"
106,1956991673,negative,@cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
107,1956991704,negative,@mileycyrus THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up
108,1956991723,negative,ahh! big scary bug flying around my room!!!!!
109,1956992030,negative,"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!"
110,1956992144,negative,is up with a nasty cough i cant be sick i have a huge weekend ahead of me
111,1956992349,neutral,@justamedicine  That was stone cold   Crazy....  ?
112,1956993007,negative,i'm so tired
113,1956993080,neutral,shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo
114,1956993206,neutral,@melbournegirl I'm sure some1 will cum out and play. I'm workin through til midnight.
115,1956994067,neutral,@thecreativeone I second that. I wish it rained more where I am
116,1956995196,negative,@neesabear early happy day of birth in case I don't make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!
117,1956995505,neutral,damn it were is Eric or anyone else when you need your hair to be played with
118,1956995679,neutral,I'm feel deflated. Ugh. No more dog.
119,1956995762,negative,Allergies suck ducks nuts.     &lt;=====8@8=====&gt;
120,1956995852,neutral,Well it almost was a good day... Guess I just retry tomorrow
121,1956996081,negative,@IamYeTe Waraku is tasteless and expensive! Portion is so little!!!!!  re: waraku
122,1956996385,positive,@freepbx sounds good. Appreciate the suggestion. Been a week now and we're still offline  Time to ask for a refund...
123,1956996470,negative,"@poinktoinkdoink He died.  Wait, what about Magic Jack? I just read it."
124,1956996673,negative,@britblackbird  youstinkatrespondingtotexts!
125,1956996730,negative,wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54
126,1956996765,positive,"Need to pack for CALI CALI! Cannot waittt! Thinking a glass of wine is in order to celebrate my weekend vaca. Still work 2morrow, tho."
127,1956996776,negative,Is miserable  i feel like im gona cry  sux!
128,1956997143,neutral,@megturney well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.
129,1956997352,negative,$#@! My nose stud fell out and I can't find it  Looks like I'll have to head into Amsterdam today and get a new one
130,1956997619,neutral,"claire @breakfastnt love the show, got into the office @ 5am and no radio"
131,1956998370,positive,Pats in philly at 2 am. I love it. Mmm cheesesteak.  Miss my boyfriend   but I love vacation.
132,1956998532,negative,*sigh* I'm going to bed... I just don't feel right anymore...
133,1956998538,neutral,What? I focused on Tom so much I didn't see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.
134,1956998698,neutral,@jwillock EpiCentre Wheelock Place - tourists only..
135,1956998704,negative,Now I am depressed after watching so you think you can dance
136,1957000040,negative,"Just cross 'cause I'm stuck twiddling my thumbs now, ugh"
137,1957000077,neutral,miss 16'th
138,1957000152,neutral,"@TheHarvardian I know. But like I said, I have no idea how long it takes for them to investigate this stuff."
139,1957000290,negative,"I cant sleep, but im too sore to move"
140,1957000314,neutral,@LaFloozita http://twitpic.com/4phze - Awe! I miss my baby
141,1957000336,negative,@softtouchme just answered you- never learned how to write in French- just basic stuff-
142,1957000372,neutral,what is it with chocolates? i just can never say no
143,1957000788,negative,Achieving a new appreciation on how a xml build script can really be painful and cumbersome
144,1957001049,neutral,@ether_radio i'm too awake now  ill have a nap this afternoon
145,1957001370,negative,@omfgiselle i cant do anything
146,1957001496,neutral,still needs another 6 hours of sleep
147,1957001506,positive,I'm at work
148,1957001854,positive,RIP leonardo. You were a great mini fiddler crab
149,1957001967,neutral,"Morning tweeple,way to early again"
150,1957002082,negative,"Last day working for the Uni today, sad times"
151,1957002773,positive,"@NisforNeemah thanks neemah. I'm gonna be soooo close to you and izzy, yet so far"
152,1957002923,negative,My head hurts so bad I could scream!
153,1957003048,negative,i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain
154,1957003356,negative,New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice
155,1957003440,negative,New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...
156,1957003715,neutral,"where are all ma bestfriends at ? , MIA or wat ?"
157,1957004184,negative,oh men!!!!!!......I really can't see my face........c'mon guys!!!
158,1957004519,negative,"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old"
159,1957004606,negative,my sole supporter is not my sole supporter
160,1957004749,negative,don't you hate it when you finish all your work and there's still 1.25 hours left of work time
161,1957005165,negative,@Emilyyy16 urgh stop it guys
162,1957005226,negative,is still missing her husband.    I really want him home.
163,1957005279,negative,I miss my puppy
165,1957005696,positive,@IdleThumbs Up is out?  I didn't get the memo   It looks amazing.
166,1957005713,negative,@nzdeany I've given up on pizza - kids would never let me have my fav  (the hot ones)
167,1957005817,negative,Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?
168,1957006033,negative,@BarbSchaefer yearling in pet home died... very sad for their whole family
169,1957006074,neutral,fun in the sun hmmm hell no it's cold
170,1957006098,negative,I got a giant splinter stuck up underneath my finger nail today at Muppets...it hurt.  But I got to go to First Aid for the first time!
171,1957006245,negative,"@heresmyhello92 We hate change, so of course. We're fans for life. &lt;3 Oh and if we haven't met Rob by then something went horribly wrong."
172,1957006307,negative,is feeling sad... for some reason..  http://plurk.com/p/wxji3
173,1957006547,negative,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.
174,1957006674,negative,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad
175,1957006725,neutral,@juneyee i don't think so.  I WANT DETAILS.
176,1957006830,neutral,@jackgraycnn Hi...!!! Who is Mary Poppins???
177,1957006947,negative,"@jaychuck Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards"
178,1957007167,neutral,my last tweet didn't send  bad phone
179,1957007268,positive,@relly1  OMG Ur alive!!! LOL  2day has gone sooo slow  I'm going insane Grrr You doing anything tonight?
180,1957007357,negative,Have a headache  I'm going to bed. Goodnight!
181,1957007394,neutral,@taxidermi  I was watching Parental Control
182,1957007437,positive,"@JessiJaeJoplin did you get them from california vintage? ahahah they have the BEST dresses, i want them but i dont have ebay"
183,1957007633,negative,I just saw pics from this past Thanksgiving and am sad because Grandma was in them.
184,1957007981,negative,@jertronic it wont let me
185,1957008075,negative,Took a shift tomorrow.    I don't really feel like working right now.
186,1957008193,negative,but now i have no money for a phone
187,1957008287,negative,Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.
188,1957008292,negative,@TheLastDoctor 9 days  I'm about ready to visit Torchwood and see if they've heard anything
191,1957008498,negative,Too bad the Red Devils.. disappointing to say the least
193,1957008802,negative,"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz)."
195,1957009454,negative,"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff"
196,1957009666,negative,@melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
197,1957010072,negative,why are plane tickets so expensive
198,1957010329,positive,(@wendyisastar) @melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
199,1957010415,negative,Needs a job BADLY!!!
200,1957011291,negative,@AlexanderGWhite daaammmnnnnn I do wish I was there.
201,1957011738,negative,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb
202,1957012476,negative,@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner
203,1957012535,negative,@DymeDiva23 Nite. Now I'm up n bored as opposed to almost sleep frm b 4
204,1957012769,negative,is a bad friend
205,1957013149,neutral,@rlcpbiatch happy birthdayyy! hope you have an awesome day. didn't see you at next last night!
206,1957013166,negative,@SparkDawgMusic im doing that shit right now ... im on vacation and you got me workin
207,1957013488,neutral,@aiderushton ill be over in an oir
208,1957013697,neutral,@only1kcj guess its a no go girlie. I'm still at the gym and work at 6:30am
209,1957013723,negative,would wish the severe migrains would stop!!! doc's prescriptions arent working
210,1957013804,positive,@bobbyedner i missed the game
211,1957013885,negative,"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby"
212,1957013895,negative,@tiffalo cuz airlines are super lame.
213,1957013896,negative,@lenje - Still a pity it comes with no lamb though
214,1957014267,negative,@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.
215,1957014389,positive,"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat"
216,1957014493,negative,I'm so very tired...and have insomnia.
217,1957014517,neutral,@juiceegapeach A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down
218,1957014653,neutral,@yelgiuQnayR airport? and you didnt show up tonight homo!
219,1957014706,negative,"I hate Bakersfield and I hate the Ports, let me go home already.  I want to start my vacation."
220,1957015287,neutral,@MrRathbone what about me
221,1957015475,neutral,"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking"
222,1957015719,negative,people in my house do not know how to close doors
224,1957016169,neutral,out with @lizzziemonster &amp; @jamiejamess i am soooo hungry
225,1957016339,negative,@munchkinhugs I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death
226,1957016697,negative,Had to cancel wow for now
227,1957016818,negative,wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio
228,1957017164,negative,@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.
229,1957017177,negative,"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO."
230,1957017320,negative,@__sugar oh no  i am always here ;) &lt;3
231,1957017333,neutral,back from school. Ms Suhana's last day as our FT  OCU was okay. I'm playing ALTNOY over and over again.
232,1957017486,neutral,@ poll : was trying to get it to work in a powerpoint to no avail.
233,1957017522,positive,"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs."
234,1957017595,positive,"omg, the concert was awesome, madrigals gave me chills on almost every piece...brooks also called up alumni, but i didnt get to go"
235,1957017610,neutral,"@livestrongnj yeah, it's terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!"
236,1957018061,negative,Up late with nothin 2 do.....
237,1957018162,negative,i think the vog is making me sicker than i think. feeling slightly achy
238,1957018678,negative,"@TheTombert i was watching Harpers Island, lol... there was no vodka involved"
239,1957019034,negative,i am doing homework it sux big time maths is the worst!!!!!!
240,1957019121,neutral,"@Nymo would have been better, IMO, if it let you play through all 3 songs provided. I just start to &quot;get it&quot; and it blacks out."
241,1957019458,neutral,#3wordsaftersex it never started...
242,1957019556,negative,sometimes i wish things could go back to the way they were the beginning of last summer
243,1957019715,negative,"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't"
244,1957019766,negative,@tarng Trudy's off Burnet...the one up north that no one goes to
245,1957020180,negative,"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes."
246,1957020385,positive,"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more"
247,1957020390,negative,i'm sooooooooooooo confused
248,1957020593,neutral,"With friends like VaikO,Nedumaran, LTTE didn't need enemies. Wrong advice at wrong time led to numerous deaths &amp; a lost cause as well"
249,1957020624,negative,"Work day 7 of 7,"
250,1957020702,positive,Chillin with the roomies. Can't wait for the zombie CLWN CR. Its gonna be 6-8 weeks
251,1957020861,neutral,"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only"
252,1957021039,negative,"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban"
253,1957021224,neutral,@mysticnz no im not  cries LOL
254,1957021305,negative,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL
256,1957021486,negative,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.
257,1957021631,neutral,Come on Knight... It's been well over 4 hours
258,1957022610,negative,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with
261,1957023133,negative,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ..."
262,1957023263,negative,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers."
263,1957023739,negative,Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!
264,1957023842,neutral,twittascope is NOT rocking my socks - go away already!!
265,1957023917,neutral,Driving Back home because I forgot the piece of cake for @v_era
266,1957024334,negative,@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz
267,1957025428,negative,"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol"
268,1957026475,negative,It's pissing me off and not letting me follow ericka
269,1957027495,negative,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....
270,1957027630,negative,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.
271,1957027687,neutral,@koifusionpdx i was so close to the tacos...one spot too late
272,1957027841,negative,@msz_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin
274,1957028775,negative,I have forgot the live with the Jonas Brothers on Facebook
275,1957028895,negative,I haven't seen Muffin in two whole days!
276,1957029111,negative,@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...
278,1957029641,negative,"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today...."
279,1957029899,neutral,@jennyvokals girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home
280,1957030196,negative,my twitter has been hacked again
281,1957030545,negative,Just found mj mouse flats at DJs. Of course there are none left in my size
282,1957030596,neutral,@passingcarss i wont have time to buy  and i need a new binder pa
283,1957030622,negative,@lanacaitlin  hahaha well its try its so ugly
284,1957030793,neutral,25-man Ulduar is hard...
285,1957031520,negative,"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you"
286,1957031859,positive,@OooChelcyooO That's awesome! We have that this weekend too but I can't go because I'm moving this Sat.  I should be a lot of fun though
287,1957032014,neutral,night night twitter world. [still cant believe the thomas thing  tomorrow's gunna be FUN/SAD]
288,1957032051,neutral,@princess_oats this is happening to me too
290,1957032127,neutral,"@oxygen8705 bored now because i was talking to someone but now they're busy with something else  just kinda a bummer, idk"
291,1957032228,negative,@xoshayzers i knoww  things won't be the samee &lt;/3
292,1957032539,negative,"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat."
293,1957033043,positive,@vinylvickxen i kno i doooo!!!!!!!!!! yall partyin with out me
294,1957033103,negative,"Okay, so twitter suddenly changed, how do I respond to messages now"
295,1957033219,neutral,ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.
296,1957033558,negative,Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!
297,1957033776,negative,Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck
298,1957033815,neutral,@ThaBillCollecta  YEA     I GOTTA BE UP AT 7:30
299,1957033874,negative,I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.
300,1957033901,negative,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend
301,1957034202,negative,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu
302,1957034289,negative,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!
303,1957034434,neutral,"Not one sale done today at work. Explored balconies in the big theater w coworkers. A fun day, but void of chili fries and tips"
304,1957034566,negative,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...
305,1957034940,neutral,@sillybabyjulie me too
306,1957034983,neutral,@digenis that story reminds of living in Portugal
307,1957035419,neutral,"@jhicks  youre diabetic?   so is my dad.  &amp; i might be too, not sure.  are you still allowed to eat sugar throughout the day?"
308,1957035564,positive,I spilled my beer all over my leg. Wasted half my beer.  Home now. I met a cute girl. Good conversation.
309,1957035950,negative,my roommate @tess_tickle loves to ignore me
310,1957036183,neutral,@SuperFiasco  I'll make him nachos tomorrow. Better than if he would have made them himself.
311,1957037405,neutral,@MyDailyRoutine yeahhh. &amp;dont judge my pillow
312,1957037860,positive,"Scary lightning and thunder  I'm glad it's over now. Going to sleep, I hope I'm not late to school tomorow again. Haha"
313,1957038324,negative,my teeth and head hurts
314,1957038398,negative,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.
315,1957038470,negative,"@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!"
316,1957038475,negative,Waiting in line @ tryst
317,1957038477,negative,Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!
318,1957038763,negative,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover
319,1957038970,negative,I need to be held...  Gnite.
320,1957039203,negative,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents"
321,1957039456,negative,no more arrested development. i am sad.
322,1957039841,neutral,"@Giggles_xo  wicked , what time you leaving? how come you cant stay the night"
323,1957039894,negative,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D
324,1957039922,negative,I feel so deflated. No more doggy.
325,1957039947,negative,@blood_rain i wanna see her hair  hows everyone?
326,1957040172,negative,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
327,1957040395,negative,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much
328,1957040988,negative,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
329,1957041569,negative,Aww...  Pray for the arroyo family everyone!
330,1957041648,neutral,@the_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product
331,1957041745,negative,Fuuudge. Movie store is closed
332,1957041767,negative,ALO is so sad and quiet and empty tonight
333,1957041812,negative,"@meganmansyn Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set"
334,1957041856,negative,@wuzzyangel You never answered your DM I sent you....   I need your info...
335,1957042008,negative,Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...
336,1957042316,negative,@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie
337,1957042474,negative,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!
338,1957042509,negative,@jose3030 I didn't think anyone caught that
339,1957042579,negative,I need to be sleeping.. But i'm not even tired..
340,1957042734,negative,0
341,1957042799,neutral,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE
342,1957042862,neutral,"lyin in bed, up faaaaar too early"
343,1957043226,negative,Sad that Christian Lacroix had to file bankruptcy
344,1957043241,negative,I dont feel good AT ALL. fuckkk
345,1957044366,negative,why did i agree to work a double shift
346,1957044680,negative,looks like i'll never go to the zoo
347,1957044694,negative,@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!
348,1957044783,neutral,When will Medhurst play again?
