1956982605,sadness,I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;
1956983160,sadness,@Pokinatcha  in all honesty...pain   blech.
1956983171,sadness,Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...
1956983509,worry,@DavidCookLove ia so much! i haven't really been happy with any of cooks choices for singles.
1956983690,sadness,@vincew @stefanyngo  i fell asleep on the beach and didn't put on enough sunscreen  lol
1956983851,worry,So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin
1956984185,worry,...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him'
1956984864,worry,"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water"
1956985612,worry,is sad that shin ae got married...and it wasn't to alex
1956985758,worry,"@shondarhimes Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today.  Muy triste."
1956985764,sadness,@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?
1956986211,sadness,"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go."
1956986359,worry,"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now.."
1956986767,sadness,@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia
1956987381,worry,fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw
1956987600,hate,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code
1956987828,worry,@emmarler i am jealous of your mom talking to @taylorswift13. i want to see you all our twittering is making me miss you
1956987904,worry,I can't sleep...I keep thinking about the puppy I played with today
1956987950,worry,.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh
1956988223,worry,"Last one month due to summer, strawberry is not availble in the Chennai markets!"
1956989514,sadness,@sweeetnspicy hiii im on my ipod...i cant fall asleep
1956989526,sadness,dont wanna work 11-830 tomorrow  but i get paid
1956989560,sadness,feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux
1956989601,hate,@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
1956989914,worry,First ever dropped call on my mobile. On a call to @Telstra no less! ( being charged for data even though I have a data pack  )
1956990288,hate,@mrgenius23 You win ... SIGH Rakeem
1956990568,sadness,Darn these allergies! I don't like this time of year because of this! I never used to have this problem either
1956990729,worry,Oh no one minute too late! Oh well
1956991009,hate,"@soviet_star Damn, that sucks"
1956991673,sadness,@cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
1956991704,hate,@mileycyrus THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up
1956991723,worry,ahh! big scary bug flying around my room!!!!!
1956992030,sadness,"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!"
1956992144,worry,is up with a nasty cough i cant be sick i have a huge weekend ahead of me
1956993007,boredom,i'm so tired
1956995196,sadness,@neesabear early happy day of birth in case I don't make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!
1956995762,sadness,Allergies suck ducks nuts.     &lt;=====8@8=====&gt;
1956996081,hate,@IamYeTe Waraku is tasteless and expensive! Portion is so little!!!!!  re: waraku
1956996470,worry,"@poinktoinkdoink He died.  Wait, what about Magic Jack? I just read it."
1956996673,hate,@britblackbird  youstinkatrespondingtotexts!
1956996730,sadness,wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54
1956996776,sadness,Is miserable  i feel like im gona cry  sux!
1956997352,worry,$#@! My nose stud fell out and I can't find it  Looks like I'll have to head into Amsterdam today and get a new one
1956998532,sadness,*sigh* I'm going to bed... I just don't feel right anymore...
1956998704,sadness,Now I am depressed after watching so you think you can dance
1957000040,sadness,"Just cross 'cause I'm stuck twiddling my thumbs now, ugh"
1957000290,worry,"I cant sleep, but im too sore to move"
1957000336,empty,@softtouchme just answered you- never learned how to write in French- just basic stuff-
1957000788,worry,Achieving a new appreciation on how a xml build script can really be painful and cumbersome
1957001370,worry,@omfgiselle i cant do anything
1957002082,sadness,"Last day working for the Uni today, sad times"
1957002923,worry,My head hurts so bad I could scream!
1957003048,worry,i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain
1957003356,worry,New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice
1957003440,worry,New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...
1957004184,worry,oh men!!!!!!......I really can't see my face........c'mon guys!!!
1957004519,worry,"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old"
1957004606,worry,my sole supporter is not my sole supporter
1957004749,hate,don't you hate it when you finish all your work and there's still 1.25 hours left of work time
1957005165,worry,@Emilyyy16 urgh stop it guys
1957005226,sadness,is still missing her husband.    I really want him home.
1957005279,sadness,I miss my puppy
1957005713,sadness,@nzdeany I've given up on pizza - kids would never let me have my fav  (the hot ones)
1957005817,worry,Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?
1957006033,sadness,@BarbSchaefer yearling in pet home died... very sad for their whole family
1957006098,worry,I got a giant splinter stuck up underneath my finger nail today at Muppets...it hurt.  But I got to go to First Aid for the first time!
1957006245,sadness,"@heresmyhello92 We hate change, so of course. We're fans for life. &lt;3 Oh and if we haven't met Rob by then something went horribly wrong."
1957006307,worry,is feeling sad... for some reason..  http://plurk.com/p/wxji3
1957006547,sadness,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.
1957006674,sadness,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad
1957006947,worry,"@jaychuck Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards"
1957007357,empty,Have a headache  I'm going to bed. Goodnight!
1957007633,sadness,I just saw pics from this past Thanksgiving and am sad because Grandma was in them.
1957007981,worry,@jertronic it wont let me
1957008075,sadness,Took a shift tomorrow.    I don't really feel like working right now.
1957008193,sadness,but now i have no money for a phone
1957008287,worry,Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.
1957008292,worry,@TheLastDoctor 9 days  I'm about ready to visit Torchwood and see if they've heard anything
1957008498,sadness,Too bad the Red Devils.. disappointing to say the least
1957008802,sadness,"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz)."
1957009454,worry,"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff"
1957009666,hate,@melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
1957010072,worry,why are plane tickets so expensive
1957010415,worry,Needs a job BADLY!!!
1957011291,sadness,@AlexanderGWhite daaammmnnnnn I do wish I was there.
1957011738,worry,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb
1957012476,sadness,@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner
1957012535,empty,@DymeDiva23 Nite. Now I'm up n bored as opposed to almost sleep frm b 4
1957012769,sadness,is a bad friend
1957013166,hate,@SparkDawgMusic im doing that shit right now ... im on vacation and you got me workin
1957013723,hate,would wish the severe migrains would stop!!! doc's prescriptions arent working
1957013885,sadness,"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby"
1957013895,hate,@tiffalo cuz airlines are super lame.
1957013896,sadness,@lenje - Still a pity it comes with no lamb though
1957014267,sadness,@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.
1957014493,hate,I'm so very tired...and have insomnia.
1957014706,hate,"I hate Bakersfield and I hate the Ports, let me go home already.  I want to start my vacation."
1957015719,worry,people in my house do not know how to close doors
1957016339,worry,@munchkinhugs I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death
1957016697,sadness,Had to cancel wow for now
1957016818,worry,wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio
1957017164,sadness,@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.
1957017177,worry,"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO."
1957017320,worry,@__sugar oh no  i am always here ;) &lt;3
1957018061,sadness,Up late with nothin 2 do.....
1957018162,worry,i think the vog is making me sicker than i think. feeling slightly achy
1957018678,empty,"@TheTombert i was watching Harpers Island, lol... there was no vodka involved"
1957019034,worry,i am doing homework it sux big time maths is the worst!!!!!!
1957019556,sadness,sometimes i wish things could go back to the way they were the beginning of last summer
1957019715,worry,"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't"
1957019766,empty,@tarng Trudy's off Burnet...the one up north that no one goes to
1957020180,sadness,"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes."
1957020390,worry,i'm sooooooooooooo confused
1957020624,worry,"Work day 7 of 7,"
1957021039,worry,"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban"
1957021305,sadness,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL
1957021486,hate,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.
1957022610,worry,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with
1957023133,worry,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ..."
1957023263,hate,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers."
1957023739,hate,Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!
1957024334,worry,@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz
1957025428,sadness,"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol"
1957026475,sadness,It's pissing me off and not letting me follow ericka
1957027495,sadness,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....
1957027630,sadness,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.
1957027841,empty,@msz_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin
1957028775,worry,I have forgot the live with the Jonas Brothers on Facebook
1957028895,sadness,I haven't seen Muffin in two whole days!
1957029111,sadness,@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...
1957029641,worry,"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today...."
1957030196,worry,my twitter has been hacked again
1957030545,sadness,Just found mj mouse flats at DJs. Of course there are none left in my size
1957030622,hate,@lanacaitlin  hahaha well its try its so ugly
1957031520,worry,"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you"
1957032228,sadness,@xoshayzers i knoww  things won't be the samee &lt;/3
1957032539,worry,"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat."
1957033103,worry,"Okay, so twitter suddenly changed, how do I respond to messages now"
1957033558,worry,Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!
1957033776,sadness,Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck
1957033874,hate,I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.
1957033901,worry,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend
1957034202,sadness,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu
1957034289,hate,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!
1957034566,sadness,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...
1957035950,hate,my roommate @tess_tickle loves to ignore me
1957038324,sadness,my teeth and head hurts
1957038398,sadness,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.
1957038470,hate,"@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!"
1957038475,boredom,Waiting in line @ tryst
1957038477,worry,Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!
1957038763,worry,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover
1957038970,worry,I need to be held...  Gnite.
1957039203,worry,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents"
1957039456,sadness,no more arrested development. i am sad.
1957039894,sadness,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D
1957039922,sadness,I feel so deflated. No more doggy.
1957039947,worry,@blood_rain i wanna see her hair  hows everyone?
1957040172,sadness,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
1957040395,sadness,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much
1957040988,sadness,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
1957041569,worry,Aww...  Pray for the arroyo family everyone!
1957041745,sadness,Fuuudge. Movie store is closed
1957041767,sadness,ALO is so sad and quiet and empty tonight
1957041812,hate,"@meganmansyn Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set"
1957041856,worry,@wuzzyangel You never answered your DM I sent you....   I need your info...
1957042008,worry,Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...
1957042316,sadness,@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie
1957042474,worry,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!
1957042509,worry,@jose3030 I didn't think anyone caught that
1957042579,empty,I need to be sleeping.. But i'm not even tired..
1957042734,empty,0
1957043226,sadness,Sad that Christian Lacroix had to file bankruptcy
1957043241,sadness,I dont feel good AT ALL. fuckkk
1957044366,boredom,why did i agree to work a double shift
1957044680,worry,looks like i'll never go to the zoo
1957044694,worry,@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!
1957044789,worry,@Moss1982 bad times?
1957044935,hate,aarrgghh - fu*k.....a hose has leaked water all over the new floating floor
1957045395,sadness,Have to go to the dreaded DMV tomorrow
1957045940,worry,@SharonHayes Thank you for the rec but that doesn't work
1957046090,worry,My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie
1957046631,worry,I don't know how ima work out tomorrow wit my body dis sore  ugh
1957047569,worry,I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.
1957047571,sadness,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.
1957047787,worry,I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.
1957047828,worry,"Lady across the way had a miscarriage, say a prayer"
1957048027,sadness,God I just want to sleep.
1957048703,hate,@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??
1957048870,worry,I feel so deflated. No more doggy.
1957049167,sadness,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes
1957050633,hate,"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK"
1957050684,worry,is feeling bad  just got bad news about my Mum
1957050747,sadness,@RealBlackWidow But but I dun wanna
1957050890,sadness,@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!
1957051517,sadness,"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha"
1957052409,worry,don't feel like working  I think I tweet this too often!
1957052932,sadness,feels sick to my stomach and idkk whyy
1957053170,worry,vineri...nimic special sau probabil un alt weekend pierdut...
1957053566,sadness,"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER"
1957055178,worry,"got to final table, but....went out third.  Don't think I'll be getting my free seat"
1957055530,hate,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!
1957056027,sadness,@judyrey  The link doesn't work
1957056896,worry,The humpalow um ya I think so... Cell is dying
1957057026,worry,Last day at work...Sick to the bone
1957057469,worry,i feel like I'm on house arrest.
1957058219,worry,@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad
1957059348,sadness,my stupid tooooth hurts
1957059917,sadness,@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.
1957060439,worry,It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...
1957061418,worry,@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages
1957061527,worry,my dog ran awayyy
1957061884,hate,@all_is_one84 Those suck so bad.
1957062262,worry,"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain."
1957062676,worry,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp
1957062783,empty,@exortabreedoll what happen to the maids of yours? Quit once again? ...
1957062827,sadness,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!
1957063783,hate,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.
1957063845,sadness,@Penguin_J heehee. i love you! i am tired.
1957064177,worry,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo
1957064253,worry,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
1957064566,worry,"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night."
1957064575,sadness,"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day"
1957064578,empty,went to the beach and it started raining
1957064908,sadness,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job..."
1957066120,worry,@charloro jealous  it looks like schindler's list in toronto
1957067988,sadness,@joiskol  being in your room makes me sad.
1957068229,worry,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all."
1957068880,sadness,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks
1957069453,sadness,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!"
1957070534,sadness,@meljachin: eww. dislike
1957070786,worry,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.
1957071331,sadness,"@SuzyDunkley sorry bout the cat,"
1957072308,worry,my stomach feels like it's touching the ground..i'm SO full
1957072682,worry,Sooo much work so little time
1957072896,sadness,missed iron chef
1957073073,sadness,@thevowel the DS version sucks
1957073201,sadness,what a bad day
1957073753,hate,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs
1957073984,worry,"Ugh, my internet was down!"
1957074214,worry,is feeling so giddy and wanna go home.
1957074977,worry,Up and packing. Its the last day of youth camp
1957075229,worry,Somebody please save the polar bears!
1957075457,worry,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.
1957075557,worry,guess im staying home tonight...no movie-ing for me
1957076048,sadness,went to the cd store to search for the cd. But
1957076214,worry,@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs
1957076433,sadness,I miss my mom..  &quot;May angels lead you in&quot;
1957076577,hate,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;
1957077552,sadness,@chocolovere i feel the same way every day
1957077564,sadness,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.
1957078157,sadness,Sleppytime. Really missing my godfather right now. Love you Wayne
1957078740,sadness,So have a headache right now and it sucks
1957079130,worry,@JayDz hope ya sleepin well  guys still here
1957079403,sadness,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please"
1957079496,sadness,"comfort food of the day: pan mee. though, it didnt taste any good.."
1957079533,worry,damn being drunk and hot sucks
1957079568,sadness,misses my baby.
1957079622,worry,is not sleeping because he has paperwork to do.
1957079972,worry,Showered in ice-cold water. Sweating now. Means one thing: I'm sick
1957080150,worry,"midnight cry.. wish the person I wanted, wanted me right now"
1957080579,sadness,I'm poorly and can't sleep
1957080963,worry,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.
1957081280,worry,"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz"
1957081795,worry,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again
1957082086,worry,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman."
1957082503,worry,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!
1957082536,worry,didnt say goodnight to you
1957082538,hate,@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw]
1957082926,sadness,has work tom.
1957083616,sadness,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm
1957083641,anger,fuckin'm transtelecom
1957083786,boredom,"is really, really bored... I guess I will go to bed"
1957083910,worry,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store
1957084166,sadness,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.
1957084446,sadness,@nickkk_ that sucks!
1957084638,sadness,Having Fever  dont feel to work
1957084742,worry,"Taking Horse Pills, hoping I can get some sleep tonight"
1957084945,sadness,missing @MeLDiBiAsE...6 days can't pass quick enough
1957085151,hate,@juliaiiivir Hey! That's my school! I hate that place.
1957085211,sadness,"Working from home today, my back is killing me  Doctor and then physio after later today."
1957086444,worry,"Looks like it's going to be too nice to work today, how annoying as I have no choice"
1957087059,worry,is desperatly hoping my dad takes me to vanessa's game
1957087780,worry,@pb_and_jay hi!  Fuck your job!
1957087793,sadness,Missing you all deeply
1957088224,sadness,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you."
1957088574,worry,Somebody please save the polar bears!
1957088900,worry,"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =(("
1957089208,sadness,I don't want her to leave..
1957089708,empty,wut do i do now????
1957089935,anger,Working   But it's Fridaaaayyyyy
1957090025,worry,At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.
1957090285,worry,@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late
1957090408,sadness,"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack"
1957090496,sadness,@WillyNorthpole I wish I was there
1957090643,sadness,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end..."
1957091327,sadness,morning again! I hate mornings. So offensive!
1957091372,sadness,bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day
1957092017,sadness,@brianshead waah. We're no longer your peeps.
1957092623,sadness,@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha
1957093185,worry,hoping i didn't fail english. that would just be sad
1957093471,worry,Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.
1957093920,sadness,@MariusLT I'm sorry about your bad driving experiences.
1957094323,sadness,Already misses @CMontecillo
1957094812,hate,"plan may changes , nooooooo"
1957094989,hate,my sister is a douchebag
1957096302,worry,I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat
1957096324,sadness,Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!
1957097210,worry,@laurelexmachina awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles
1957098732,worry,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!"
1957098844,sadness,thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick
1957098983,sadness,"First my work computer, now my home laptop is fucked."
1957099112,worry,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .
1957099375,worry,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates
1957099717,worry,@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.
1957099719,worry,gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?
1957099758,worry,I'm bummed that I can't wear my sweet Nike kicks to work.
1957100044,worry,@Pickleybaby - your twitter is broken
1957100428,sadness,@joek949 It's depressing I'm stuck inside all day
1957100610,worry,@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed
1957100791,sadness,i hate being sick. i miss @cynthiasheree @lucyowns and @larilync
1957102054,sadness,"Woke Up,I Wanna Stay In My bed"
1957102266,worry,depressed that i wasn't included in the morcom gardens quiz on facebook
